oIMDb,rIMDb,Original Budget,Original Box Office US/CA,Original Box Office Worldwide,Original Length,Original Rating,Original Director Names,Original Director Links,Original Cast Names,Original Cast Links,Original Awards,Remade Budget,Remade Box Office US/CA,Remade Box Office Worldwide,Remade Length,Remade Rating,Remade Director Names,Remade Director Links,Remade Cast Names,Remade Cast Links,Remade Awards
tt0033373,tt0040820,,,,1h 51m,7.7,Howard Hawks,['https://www.imdb.com/name/nm0001328/'],"Gary Cooper, Barbara Stanwyck, Oskar Homolka","['https://www.imdb.com/name/nm0000011/', 'https://www.imdb.com/name/nm0001766/', 'https://www.imdb.com/name/nm0393028/']","Best Actress in a Leading Role
Barbara Stanwyck, Best Writing, Original Story
Thomas Monroe

Billy Wilder, Best Sound, Recording
Thomas T. Moulton
(Samuel Goldwyn SSD), Best Music, Scoring of a Dramatic Picture
Alfred Newman","$2,400,000 (estimated)",,,1h 53m,6.9,Howard Hawks,['https://www.imdb.com/name/nm0001328/'],"Danny Kaye, Virginia Mayo, Benny Goodman","['https://www.imdb.com/name/nm0001414/', 'https://www.imdb.com/name/nm0562920/', 'https://www.imdb.com/name/nm0329015/']",
tt0814022,tt0814022,"$45,000,000 (estimated)","$15,298,133","$42,487,390",1h 39m,5.3,"Danny Pang, Oxide Chun Pang","['https://www.imdb.com/name/nm0659380/', 'https://www.imdb.com/name/nm0161152/']","Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm","['https://www.imdb.com/name/nm0000115/', 'https://www.imdb.com/name/nm0947777/', 'https://www.imdb.com/name/nm1395312/']",Best Foreign Action Trailer,"$45,000,000 (estimated)","$15,298,133","$42,487,390",1h 39m,5.3,"Danny Pang, Oxide Chun Pang","['https://www.imdb.com/name/nm0659380/', 'https://www.imdb.com/name/nm0161152/']","Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm","['https://www.imdb.com/name/nm0000115/', 'https://www.imdb.com/name/nm0947777/', 'https://www.imdb.com/name/nm1395312/']",Best Foreign Action Trailer
tt0066811,tt0112457,,,,1h 36m,5.9,Robert Butler,['https://www.imdb.com/name/nm0125111/'],"Kurt Russell, Joe Flynn, Harry Morgan","['https://www.imdb.com/name/nm0000621/', 'https://www.imdb.com/name/nm0283499/', 'https://www.imdb.com/name/nm0604702/']",,,,,1h 37m,5.0,Susan Seidelman,['https://www.imdb.com/name/nm0782384/'],"Eddie Albert, Monica Allison, Nathan Anderson","['https://www.imdb.com/name/nm0000734/', 'https://www.imdb.com/name/nm0021473/', 'https://www.imdb.com/name/nm0003405/']",
tt0018674,tt0037640,,,,1h 20m,7.1,George Fitzmaurice,['https://www.imdb.com/name/nm0280463/'],"Milton Sills, Dorothy Mackaill, Betty Compson","['https://www.imdb.com/name/nm0798130/', 'https://www.imdb.com/name/nm0533108/', 'https://www.imdb.com/name/nm0173993/']","Best Actress in a Leading Role
Betty Compson


No official nominees had been announced this year.","$2,500,000 (estimated)",,,1h 44m,6.5,George Seaton,['https://www.imdb.com/name/nm0780833/'],"Betty Grable, Dick Haymes, Phil Silvers","['https://www.imdb.com/name/nm0002107/', 'https://www.imdb.com/name/nm0371376/', 'https://www.imdb.com/name/nm0799014/']",
tt0024865,tt0050169,,,,1h 49m,7.0,Sidney Franklin,['https://www.imdb.com/name/nm0291548/'],"Norma Shearer, Fredric March, Charles Laughton","['https://www.imdb.com/name/nm0790454/', 'https://www.imdb.com/name/nm0545298/', 'https://www.imdb.com/name/nm0001452/']","Best Picture, Best Actress in a Leading Role
Norma Shearer",,,,1h 45m,6.4,Sidney Franklin,['https://www.imdb.com/name/nm0291548/'],"Jennifer Jones, John Gielgud, Bill Travers","['https://www.imdb.com/name/nm0428354/', 'https://www.imdb.com/name/nm0000024/', 'https://www.imdb.com/name/nm0871272/']",
tt0016629,tt0020668,,,,1h 26m,6.5,Roland West,['https://www.imdb.com/name/nm0922327/'],"George Beranger, Charles Herzinger, Emily Fitzroy","['https://www.imdb.com/name/nm0073239/', 'https://www.imdb.com/name/nm0381285/', 'https://www.imdb.com/name/nm0280605/']",,,,,1h 23m,6.3,Roland West,['https://www.imdb.com/name/nm0922327/'],"Chester Morris, Una Merkel, William Bakewell","['https://www.imdb.com/name/nm0606431/', 'https://www.imdb.com/name/nm0580916/', 'https://www.imdb.com/name/nm0049055/']",
tt0003665,tt0018678,"$25,000 (estimated)",,,50m,6.2,D.W. Griffith,['https://www.imdb.com/name/nm0000428/'],"Donald Crisp, Lillian Gish, Robert Harron","['https://www.imdb.com/name/nm0187981/', 'https://www.imdb.com/name/nm0001273/', 'https://www.imdb.com/name/nm0366008/']",,,,,1h 28m,6.5,D.W. Griffith,['https://www.imdb.com/name/nm0000428/'],"Jean Hersholt, Phyllis Haver, Belle Bennett","['https://www.imdb.com/name/nm0380965/', 'https://www.imdb.com/name/nm0369793/', 'https://www.imdb.com/name/nm0071602/']",
tt0101414,tt2771200,"$25,000,000 (estimated)","$218,967,620","$424,967,620",1h 24m,8.0,"Gary Trousdale, Kirk Wise","['https://www.imdb.com/name/nm0873779/', 'https://www.imdb.com/name/nm0936374/']","Paige O'Hara, Robby Benson, Jesse Corti","['https://www.imdb.com/name/nm0641314/', 'https://www.imdb.com/name/nm0000913/', 'https://www.imdb.com/name/nm0181425/']","Best Music, Original Song
Alan Menken
(music)

Howard Ashman
(lyrics)



For the song ""Beauty and the Beast"". Howard Ashman's nomination and award were posthumous. His ...                More


For the song ""Beauty and the Beast"". Howard Ashman's nomination and award were posthumous. His partner Bill Lauch accepted the award on his behalf., Best Music, Original Score
Alan Menken, Best Picture
Don Hahn



Beauty and the Beast (1991) became the very first full-length animated feature film in cinema ...                More


Beauty and the Beast (1991) became the very first full-length animated feature film in cinema history to be nominated for the Academy Award for Best Picture., Best Sound
Terry Porter

Mel Metcalfe

David J. Hudson

Doc Kane, Best Music, Original Song
Alan Menken
(music)

Howard Ashman
(lyrics)


For the song ""Belle"". Howard Ashman's nomination was posthumous., Best Music, Original Song
Alan Menken
(music)

Howard Ashman
(lyrics)


For the song ""Be Our Guest"". Howard Ashman's nomination was posthumous.","$160,000,000 (estimated)","$504,481,165","$1,266,115,964",2h 9m,7.1,Bill Condon,['https://www.imdb.com/name/nm0174374/'],"Emma Watson, Dan Stevens, Luke Evans","['https://www.imdb.com/name/nm0914612/', 'https://www.imdb.com/name/nm1405398/', 'https://www.imdb.com/name/nm1812656/']","Best Achievement in Costume Design
Jacqueline Durran, Best Achievement in Production Design
Sarah Greenwood

Katie Spencer"
tt0061391,tt0230030,"$600,000 (estimated)",,,1h 43m,6.8,Stanley Donen,['https://www.imdb.com/name/nm0002045/'],"Peter Cook, Dudley Moore, Eleanor Bron","['https://www.imdb.com/name/nm0177228/', 'https://www.imdb.com/name/nm0001545/', 'https://www.imdb.com/name/nm0111376/']",,"$48,000,000 (estimated)","$37,886,980","$90,383,208",1h 33m,6.1,Harold Ramis,['https://www.imdb.com/name/nm0000601/'],"Brendan Fraser, Elizabeth Hurley, Frances O'Connor","['https://www.imdb.com/name/nm0000409/', 'https://www.imdb.com/name/nm0000167/', 'https://www.imdb.com/name/nm0640323/']",Imaginary Forces
tt0057878,tt0095031,,"$6,540,000",,1h 39m,6.7,Ralph Levy,['https://www.imdb.com/name/nm0506589/'],"Marlon Brando, David Niven, Shirley Jones","['https://www.imdb.com/name/nm0000008/', 'https://www.imdb.com/name/nm0000057/', 'https://www.imdb.com/name/nm0429250/']",,,"$42,039,085","$42,039,085",1h 50m,7.4,Frank Oz,['https://www.imdb.com/name/nm0000568/'],"Steve Martin, Michael Caine, Glenne Headly","['https://www.imdb.com/name/nm0000188/', 'https://www.imdb.com/name/nm0000323/', 'https://www.imdb.com/name/nm0000444/']","Most Promising Actress
Glenne Headly"
tt0016641,tt0052618,"$3,950,000 (estimated)",,,2h 23m,7.8,"Fred Niblo, Charles Brabin, Christy Cabanne","['https://www.imdb.com/name/nm0629243/', 'https://www.imdb.com/name/nm0102643/', 'https://www.imdb.com/name/nm0127511/']","Ramon Novarro, Francis X. Bushman, May McAvoy","['https://www.imdb.com/name/nm0003895/', 'https://www.imdb.com/name/nm0124279/', 'https://www.imdb.com/name/nm0564219/']",,"$15,000,000 (estimated)","$74,432,704","$74,437,720",3h 32m,8.1,William Wyler,['https://www.imdb.com/name/nm0943758/'],"Charlton Heston, Jack Hawkins, Stephen Boyd","['https://www.imdb.com/name/nm0000032/', 'https://www.imdb.com/name/nm0370144/', 'https://www.imdb.com/name/nm0000963/']","Best Picture
Sam Zimbalist


Posthumously. Sam Zimbalist died during filming. Mary Taylor accepted the award on his behalf., Best Actor in a Leading Role
Charlton Heston, Best Actor in a Supporting Role
Hugh Griffith



Hugh Griffith was not present at the awards ceremony. Director William Wyler accepted the award on ...                More


Hugh Griffith was not present at the awards ceremony. Director William Wyler accepted the award on his behalf., Best Director
William Wyler, Best Cinematography, Color
Robert Surtees, Best Art Direction-Set Decoration, Color
William A. Horning

Edward C. Carfagno

Hugh Hunt


In case of Horning the Oscar win was posthumously., Best Costume Design, Color
Elizabeth Haffenden, Best Sound
Franklin Milton
(Metro-Goldwyn-Mayer SSD), Best Film Editing
Ralph E. Winters

John D. Dunning, Best Effects, Special Effects
A. Arnold Gillespie
(visual)

R.A. MacDonald
(visual)

Milo B. Lory
(audible), Best Music, Scoring of a Dramatic or Comedy Picture
Miklós Rózsa, Best Writing, Screenplay Based on Material from Another Medium
Karl Tunberg"
tt0049006,tt1183251,,,,1h 20m,6.9,Fritz Lang,['https://www.imdb.com/name/nm0000485/'],"Dana Andrews, Joan Fontaine, Sidney Blackmer","['https://www.imdb.com/name/nm0000763/', 'https://www.imdb.com/name/nm0000021/', 'https://www.imdb.com/name/nm0085782/']","Best Film
Fritz Lang


Ninth Place","$25,000,000 (estimated)","$32,917","$4,515,258",1h 46m,5.8,Peter Hyams,['https://www.imdb.com/name/nm0001382/'],"Jesse Metcalfe, Amber Tamblyn, Michael Douglas","['https://www.imdb.com/name/nm0582462/', 'https://www.imdb.com/name/nm0848554/', 'https://www.imdb.com/name/nm0000140/']",
tt0040160,tt0093640,,,,1h 35m,7.6,John Farrow,['https://www.imdb.com/name/nm0268513/'],"Ray Milland, Maureen O'Sullivan, Charles Laughton","['https://www.imdb.com/name/nm0001537/', 'https://www.imdb.com/name/nm0001577/', 'https://www.imdb.com/name/nm0001452/']","Best Motion Picture
Jonathan Latimer

Kenneth Fearing
(novel)","$15,000,000 (estimated)","$35,509,515","$35,509,515",1h 54m,7.1,Roger Donaldson,['https://www.imdb.com/name/nm0002044/'],"Kevin Costner, Gene Hackman, Sean Young","['https://www.imdb.com/name/nm0000126/', 'https://www.imdb.com/name/nm0000432/', 'https://www.imdb.com/name/nm0000707/']",
tt0052216,tt0087096,,,,1h 46m,7.9,Mario Monicelli,['https://www.imdb.com/name/nm0598102/'],"Vittorio Gassman, Marcello Mastroianni, Renato Salvatori","['https://www.imdb.com/name/nm0002094/', 'https://www.imdb.com/name/nm0000052/', 'https://www.imdb.com/name/nm0759395/']","Best Foreign Language Film

Italy","$12,000,000 (estimated)","$129,268","$129,268",1h 31m,5.2,Louis Malle,['https://www.imdb.com/name/nm0001501/'],"Donald Sutherland, Jack Warden, Sean Penn","['https://www.imdb.com/name/nm0000661/', 'https://www.imdb.com/name/nm0912001/', 'https://www.imdb.com/name/nm0000576/']",Louis Malle
tt0920457,tt1525323,"₹120,000,000 (estimated)",,"$964,432",2h 10m,7.3,Vishnuvardhan,['https://www.imdb.com/name/nm3315387/'],"Ajith Kumar, Nayanthara, Rahman","['https://www.imdb.com/name/nm0015001/', 'https://www.imdb.com/name/nm1521381/', 'https://www.imdb.com/name/nm0706721/']","Best Actor
Ajith Kumar, Best Film
L. Suresh

Sri Keerthi Creations, Best Actress
Nayanthara","₹250,000,000 (estimated)",,,2h 29m,6.1,Meher Ramesh,['https://www.imdb.com/name/nm2593421/'],"Prabhas, Anushka Shetty, Krishnamraju","['https://www.imdb.com/name/nm1659141/', 'https://www.imdb.com/name/nm2011932/', 'https://www.imdb.com/name/nm0471464/']","Best Supporting Actress
Namitha"
tt0039190,tt0117372,,,$16,1h 49m,7.6,Henry Koster,['https://www.imdb.com/name/nm0467396/'],"Cary Grant, Loretta Young, David Niven","['https://www.imdb.com/name/nm0000026/', 'https://www.imdb.com/name/nm0949835/', 'https://www.imdb.com/name/nm0000057/']","Best Sound, Recording
Gordon Sawyer
(Samuel Goldwyn SSD), Best Picture
Samuel Goldwyn Productions, Best Director
Henry Koster, Best Film Editing
Monica Collingwood, Best Music, Scoring of a Dramatic or Comedy Picture
Hugo Friedhofer","$40,000,000 (estimated)","$48,102,795","$48,102,795",2h 3m,5.7,Penny Marshall,['https://www.imdb.com/name/nm0001508/'],"Denzel Washington, Whitney Houston, Courtney B. Vance","['https://www.imdb.com/name/nm0000243/', 'https://www.imdb.com/name/nm0001365/', 'https://www.imdb.com/name/nm0005524/']","Best Music, Original Musical or Comedy Score
Hans Zimmer"
tt0071222,tt0454082,"$620,000 (estimated)",,,1h 38m,7.1,Bob Clark,['https://www.imdb.com/name/nm0163706/'],"Olivia Hussey, Keir Dullea, Margot Kidder","['https://www.imdb.com/name/nm0001377/', 'https://www.imdb.com/name/nm0001158/', 'https://www.imdb.com/name/nm0452288/']",Best Horror Film,"$9,000,000 (estimated)","$16,273,581","$21,510,851",1h 35m,4.6,Glen Morgan,['https://www.imdb.com/name/nm0604688/'],"Michelle Trachtenberg, Mary Elizabeth Winstead, Lacey Chabert","['https://www.imdb.com/name/nm0005502/', 'https://www.imdb.com/name/nm0935541/', 'https://www.imdb.com/name/nm0000327/']","Scream Queen
Mary Elizabeth Winstead"
tt0071222,tt10481868,"$620,000 (estimated)",,,1h 38m,7.1,Bob Clark,['https://www.imdb.com/name/nm0163706/'],"Olivia Hussey, Keir Dullea, Margot Kidder","['https://www.imdb.com/name/nm0001377/', 'https://www.imdb.com/name/nm0001158/', 'https://www.imdb.com/name/nm0452288/']",Best Horror Film,"$5,000,000 (estimated)","$10,429,730","$18,529,730",1h 32m,3.5,Sophia Takal,['https://www.imdb.com/name/nm3046419/'],"Imogen Poots, Aleyse Shannon, Lily Donoghue","['https://www.imdb.com/name/nm1782299/', 'https://www.imdb.com/name/nm9686861/', 'https://www.imdb.com/name/nm7371997/']",
tt0071230,tt4428398,"$2,600,000 (estimated)","$119,616,663","$119,616,663",1h 33m,7.7,Mel Brooks,['https://www.imdb.com/name/nm0000316/'],"Cleavon Little, Gene Wilder, Slim Pickens","['https://www.imdb.com/name/nm0001476/', 'https://www.imdb.com/name/nm0000698/', 'https://www.imdb.com/name/nm0001620/']","Best Actress in a Supporting Role
Madeline Kahn, Best Film Editing
John C. Howard

Danford B. Greene, Best Music, Original Song
John Morris
(music)

Mel Brooks
(lyrics)


For the song ""Blazing Saddles""",,"$17,811,382","$42,452,402",1h 38m,5.7,"Chris Bailey, Mark Koetsier, Rob Minkoff","['https://www.imdb.com/name/nm0047193/', 'https://www.imdb.com/name/nm0462988/', 'https://www.imdb.com/name/nm0591450/']","Michael Cera, Samuel L. Jackson, Ricky Gervais","['https://www.imdb.com/name/nm0148418/', 'https://www.imdb.com/name/nm0000168/', 'https://www.imdb.com/name/nm0315041/']","Truly Moving Picture Award
Mark Koetsier
(director)

Rob Minkoff
(director)

Chris Bailey
(director)

Paramount Pictures
(distributor)"
tt2025506,tt3568002,,,"$15,724,275",1h 51m,6.8,Sang-hoon Ahn,['https://www.imdb.com/name/nm1017500/'],"Ha-neul Kim, Yoo Seung-ho, Hie-bong Jo","['https://www.imdb.com/name/nm6327190/', 'https://www.imdb.com/name/nm1235558/', 'https://www.imdb.com/name/nm1559465/']","Most Popular Actress
Ha-neul Kim",,"$159,305","$159,305",1h 29m,7.0,"James D. Solomon, Jessica Robinson","['https://www.imdb.com/name/nm0003833/', 'https://www.imdb.com/name/nm11893084/']","William Genovese, Shannon Beeby, Aaron Adler","['https://www.imdb.com/name/nm6325578/', 'https://www.imdb.com/name/nm1840381/', 'https://www.imdb.com/name/nm10200558/']","Best Documentary Feature
James D. Solomon"
tt0051418,tt0094761,"$240,000 (estimated)",,,1h 26m,6.3,"Irvin S. Yeaworth Jr., Russell S. Doughten Jr.","['https://www.imdb.com/name/nm0947105/', 'https://www.imdb.com/name/nm0234893/']","Steve McQueen, Aneta Corsaut, Earl Rowe","['https://www.imdb.com/name/nm0000537/', 'https://www.imdb.com/name/nm0181080/', 'https://www.imdb.com/name/nm0746505/']",Best Movie to Watch at the Drive-In,"$19,000,000 (estimated)","$8,247,943","$8,247,943",1h 35m,6.6,Chuck Russell,['https://www.imdb.com/name/nm0751080/'],"Shawnee Smith, Kevin Dillon, Donovan Leitch Jr.","['https://www.imdb.com/name/nm0809938/', 'https://www.imdb.com/name/nm0001143/', 'https://www.imdb.com/name/nm6230258/']","Best Science Fiction Film, Best Music
Michael Hoenig"
tt0020697,tt0052638,"$500,000 (estimated)",,"$4,410",1h 44m,7.7,Josef von Sternberg,['https://www.imdb.com/name/nm0903049/'],"Emil Jannings, Marlene Dietrich, Kurt Gerron","['https://www.imdb.com/name/nm0417837/', 'https://www.imdb.com/name/nm0000017/', 'https://www.imdb.com/name/nm0314777/']",,"$1,700,000 (estimated)",,,1h 47m,6.1,Edward Dmytryk,['https://www.imdb.com/name/nm0229424/'],"Curd Jürgens, May Britt, Theodore Bikel","['https://www.imdb.com/name/nm0432007/', 'https://www.imdb.com/name/nm0110067/', 'https://www.imdb.com/name/nm0000942/']",
tt0069815,tt0093145,,"$156,566",,1h 55m,7.4,Claude Lelouch,['https://www.imdb.com/name/nm0500988/'],"Lino Ventura, Françoise Fabian, Charles Gérard","['https://www.imdb.com/name/nm0893341/', 'https://www.imdb.com/name/nm0264554/', 'https://www.imdb.com/name/nm0350785/']",Francis Lai,,"$41,232","$41,232",1h 25m,5.8,John G. Avildsen,['https://www.imdb.com/name/nm0000814/'],"Peter Falk, Charles Durning, Claude Lelouch","['https://www.imdb.com/name/nm0000393/', 'https://www.imdb.com/name/nm0001164/', 'https://www.imdb.com/name/nm0500988/']","Best Makeup
Robert Laden"
tt0042276,tt0106466,,,"$12,000,000",1h 43m,7.5,George Cukor,['https://www.imdb.com/name/nm0002030/'],"Judy Holliday, William Holden, Broderick Crawford","['https://www.imdb.com/name/nm0391062/', 'https://www.imdb.com/name/nm0000034/', 'https://www.imdb.com/name/nm0002024/']","Best Actress in a Leading Role
Judy Holliday



Judy Holliday was not present at the awards ceremony but watched it with several nominees in New ...                More


Judy Holliday was not present at the awards ceremony but watched it with several nominees in New York including fellow-best actress candidate Gloria Swanson. In Hollywood, Ethel Barrymore accepted on her behalf., Best Director
George Cukor, Best Writing, Screenplay
Albert Mannheimer, Best Costume Design, Black-and-White
Jean Louis, Best Picture
S. Sylvan Simon",,"$17,952,857","$17,952,857",1h 40m,5.2,Luis Mandoki,['https://www.imdb.com/name/nm0001502/'],"Melanie Griffith, John Goodman, Don Johnson","['https://www.imdb.com/name/nm0000429/', 'https://www.imdb.com/name/nm0000422/', 'https://www.imdb.com/name/nm0000467/']","Worst Actress
Melanie Griffith"
tt0022718,tt0090966,,,"$2,805",1h 25m,7.3,Jean Renoir,['https://www.imdb.com/name/nm0719756/'],"Michel Simon, Marcelle Hainia, Sévérine Lerczinska","['https://www.imdb.com/name/nm0800302/', 'https://www.imdb.com/name/nm0354325/', 'https://www.imdb.com/name/nm0503495/']",,"$14,000,000 (estimated)","$62,134,225","$62,134,225",1h 43m,6.2,Paul Mazursky,['https://www.imdb.com/name/nm0005196/'],"Nick Nolte, Bette Midler, Richard Dreyfuss","['https://www.imdb.com/name/nm0000560/', 'https://www.imdb.com/name/nm0000541/', 'https://www.imdb.com/name/nm0000377/']",Andy Summers
